FID,INSPIREID,COUNTRY,NATLEVNAME,NATCODE,NAMEUNIT,CODNUT1,CODNUT2,CODNUT3,COD_INE,COD_PROV,NOM_ETIQ,HABITANTES,DENSIDAD,SUP_KM2,CP,SHAPE_Length,SHAPE_Area
1,ES.IGN.SIGLIM34081616096,ES,Municipio,34081616096,Graja de Iniesta,ES4,ES42,ES423,16096,16,Graja de Iniesta,365,12.94,28.199734,16251,29038.4523112023,47484117.7099746
2,ES.IGN.SIGLIM34081616163,ES,Municipio,34081616163,Portilla,ES4,ES42,ES423,16163,16,Portilla,64,1.94,32.824939,16141,31855.5350557554,56646204.4036212
3,ES.IGN.SIGLIM34081616147,ES,Municipio,34081616147,Pajaroncillo,ES4,ES42,ES423,16147,16,Pajaroncillo,67,1.17,56.924473,16390,40455.3332823164,96944415.6875433
4,ES.IGN.SIGLIM34080202002,ES,Municipio,34080202002,Alatoz,ES4,ES42,ES421,02002,02,Alatoz,529,8.27,63.943819,02152,48006.6174096922,106111360.387273
5,ES.IGN.SIGLIM34080202003,ES,Municipio,34080202003,Albacete,ES4,ES42,ES421,02003,02,Albacete,173050,153.71,1125.773995,02000,321637.265460378,1866355602.31306
6,ES.IGN.SIGLIM34080202004,ES,Municipio,34080202004,Albatana,ES4,ES42,ES421,02004,02,Albatana,693,22.73,30.477337,02653,28796.221718302,49982087.1024557
7,ES.IGN.SIGLIM34080202001,ES,Municipio,34080202001,Abengibre,ES4,ES42,ES421,02001,02,Abengibre,757,24.61,30.756424,02250,32589.1941435205,51326780.130505
8,ES.IGN.SIGLIM34080202005,ES,Municipio,34080202005,Alborea,ES4,ES42,ES421,02005,02,Alborea,650,9.04,71.874218,02215,46993.7260368363,120146188.247795
9,ES.IGN.SIGLIM34080202006,ES,Municipio,34080202006,Alcadozo,ES4,ES42,ES421,02006,02,Alcadozo,655,6.58,99.493418,02124,68844.5661381642,163577684.780159
10,ES.IGN.SIGLIM34080202007,ES,Municipio,34080202007,Alcalá del Júcar,ES4,ES42,ES421,02007,02,Alcalá del Júcar,1199,8.17,146.75124,02210,66481.5880067207,244722270.801241
11,ES.IGN.SIGLIM34080202008,ES,Municipio,34080202008,Alcaraz,ES4,ES42,ES421,02008,02,Alcaraz,1405,3.79,369.904154,02300,370656.362426616,609580182.356961
12,ES.IGN.SIGLIM34080202012,ES,Municipio,34080202012,Balazote,ES4,ES42,ES421,02012,02,Balazote,2360,36.31,64.982108,02320,40805.5178759611,107686645.995299
13,ES.IGN.SIGLIM34080202025,ES,Municipio,34080202025,Caudete,ES4,ES42,ES421,02025,02,Caudete,10003,70.93,141.009614,02660,63571.0460705588,232938910.311673
14,ES.IGN.SIGLIM34080202009,ES,Municipio,34080202009,Almansa,ES4,ES42,ES421,02009,02,Almansa,24537,46.13,531.896374,02640,119735.37771666,877887503.584964
15,ES.IGN.SIGLIM34080202010,ES,Municipio,34080202010,Alpera,ES4,ES42,ES421,02010,02,Alpera,2275,12.75,178.410421,02690,72903.1222488131,295829035.307743
16,ES.IGN.SIGLIM34080202030,ES,Municipio,34080202030,Elche de la Sierra,ES4,ES42,ES421,02030,02,Elche de la Sierra,3624,15.08,240.263747,02430,107319.842402208,391131256.221797
17,ES.IGN.SIGLIM34080202011,ES,Municipio,34080202011,Ayna,ES4,ES42,ES421,02011,02,Ayna,638,4.34,146.846768,02125,84073.3834939158,240134866.238042
18,ES.IGN.SIGLIM34080202035,ES,Municipio,34080202035,La Gineta,ES4,ES42,ES421,02035,02,La Gineta,2448,17.91,136.670099,02110,64528.1741713548,227476275.592897
19,ES.IGN.SIGLIM34080202013,ES,Municipio,34080202013,Balsa de Ves,ES4,ES42,ES421,02013,02,Balsa de Ves,150,1.96,76.3336,02214,51101.2660792571,127764631.56917
20,ES.IGN.SIGLIM34080202014,ES,Municipio,34080202014,El Ballestero,ES4,ES42,ES421,02014,02,El Ballestero,409,2.95,138.588087,02614,63436.3998280578,228965441.335693
21,ES.IGN.SIGLIM34080202015,ES,Municipio,34080202015,Barrax,ES4,ES42,ES421,02015,02,Barrax,1864,9.81,189.836504,02639,68010.980246371,315051764.886279
22,ES.IGN.SIGLIM34080202021,ES,Municipio,34080202021,Casas de Juan Núñez,ES4,ES42,ES421,02021,02,Casas de Juan Núñez,1275,14.32,88.982567,02151,54189.1692870995,147945497.364434
23,ES.IGN.SIGLIM34080202016,ES,Municipio,34080202016,Bienservida,ES4,ES42,ES421,02016,02,Bienservida,610,6.65,91.707137,02360,71988.2987207177,148495767.471316
24,ES.IGN.SIGLIM34080202017,ES,Municipio,34080202017,Bogarra,ES4,ES42,ES421,02017,02,Bogarra,873,5.25,166.01156,02130,98700.2261298925,272091418.590866
25,ES.IGN.SIGLIM34080202056,ES,Municipio,34080202056,Ontur,ES4,ES42,ES421,02056,02,Ontur,2028,37.3,54.362669,02652,39078.9607524982,89274185.2501024
26,ES.IGN.SIGLIM34080202018,ES,Municipio,34080202018,Bonete,ES4,ES42,ES421,02018,02,Bonete,1057,8.46,124.891151,02691,71602.5345873102,206701178.313177
27,ES.IGN.SIGLIM34080202019,ES,Municipio,34080202019,El Bonillo,ES4,ES42,ES421,02019,02,El Bonillo,2837,5.64,502.769808,02610,198586.481789414,832060059.361762
28,ES.IGN.SIGLIM34080202020,ES,Municipio,34080202020,Carcelén,ES4,ES42,ES421,02020,02,Carcelén,508,6.73,75.442123,02153,49385.2727215743,125332601.811692
29,ES.IGN.SIGLIM34080202036,ES,Municipio,34080202036,Golosalvo,ES4,ES42,ES421,02036,02,Golosalvo,110,3.89,28.214641,02253,31664.8615873958,47030250.5951261
30,ES.IGN.SIGLIM34080202037,ES,Municipio,34080202037,Hellín,ES4,ES42,ES421,02037,02,Hellín,30268,38.71,781.880692,02400,194869.630303951,1276835211.45879
31,ES.IGN.SIGLIM34080202022,ES,Municipio,34080202022,Casas de Lázaro,ES4,ES42,ES421,02022,02,Casas de Lázaro,344,3.06,112.175834,02329,90847.8848773507,184965263.956822
32,ES.IGN.SIGLIM34080202023,ES,Municipio,34080202023,Casas de Ves,ES4,ES42,ES421,02023,02,Casas de Ves,588,4.7,124.990418,02212,88038.0481906674,208783865.640121
33,ES.IGN.SIGLIM34080202024,ES,Municipio,34080202024,Casas-Ibáñez,ES4,ES42,ES421,02024,02,Casas-Ibáñez,4522,43.71,103.452986,02200,72589.2434070508,172711669.948143
34,ES.IGN.SIGLIM34080202042,ES,Municipio,34080202042,Letur,ES4,ES42,ES421,02042,02,Letur,928,3.53,262.485745,02434,104477.292557774,430212054.686354
35,ES.IGN.SIGLIM34080202026,ES,Municipio,34080202026,Cenizate,ES4,ES42,ES421,02026,02,Cenizate,1182,18.68,63.249223,02247,45534.2370617571,105775013.936225
36,ES.IGN.SIGLIM34080202027,ES,Municipio,34080202027,Corral-Rubio,ES4,ES42,ES421,02027,02,Corral-Rubio,330,3.48,94.714161,02693,54374.507500491,156284415.168001
37,ES.IGN.SIGLIM34080202028,ES,Municipio,34080202028,Cotillas,ES4,ES42,ES421,02028,02,Cotillas,128,8.88,14.411848,02461,20180.2706724753,23609080.6024964
38,ES.IGN.SIGLIM34080202029,ES,Municipio,34080202029,Chinchilla de Monte-Aragón,ES4,ES42,ES421,02029,02,Chinchilla de Monte-Aragón,4182,6.15,679.708361,02520,210757.759471878,1122391854.3802
39,ES.IGN.SIGLIM34080202031,ES,Municipio,34080202031,Férez,ES4,ES42,ES421,02031,02,Férez,674,5.25,128.243375,02436,72676.3250841571,205625498.126025
40,ES.IGN.SIGLIM34080202032,ES,Municipio,34080202032,Fuensanta,ES4,ES42,ES421,02032,02,Fuensanta,297,12.38,23.980551,02637,34067.4284977127,39991031.5146512
41,ES.IGN.SIGLIM34080202033,ES,Municipio,34080202033,Fuente-Álamo,ES4,ES42,ES421,02033,02,Fuente-Álamo,2489,18.67,133.306337,02651,58457.9486751432,219343206.710241
42,ES.IGN.SIGLIM34080202065,ES,Municipio,34080202065,Pozuelo,ES4,ES42,ES421,02065,02,Pozuelo,489,3.65,133.683428,02327,62161.6855338777,220996192.447492
43,ES.IGN.SIGLIM34080202034,ES,Municipio,34080202034,Fuentealbilla,ES4,ES42,ES421,02034,02,Fuentealbilla,1816,16.77,108.244676,02260,83638.5620974997,180825775.963487
44,ES.IGN.SIGLIM34080202038,ES,Municipio,34080202038,La Herrera,ES4,ES42,ES421,02038,02,La Herrera,349,5.49,63.499703,02162,54471.0991952655,105002675.380014
45,ES.IGN.SIGLIM34080202039,ES,Municipio,34080202039,Higueruela,ES4,ES42,ES421,02039,02,Higueruela,1184,5.76,205.308898,02694,111104.021711975,340337861.526939
46,ES.IGN.SIGLIM34080202040,ES,Municipio,34080202040,Hoya-Gonzalo,ES4,ES42,ES421,02040,02,Hoya-Gonzalo,621,5.41,114.577918,02696,61862.784333731,189764269.085578
47,ES.IGN.SIGLIM34080202041,ES,Municipio,34080202041,Jorquera,ES4,ES42,ES421,02041,02,Jorquera,360,5.29,67.953858,02248,73764.5342972358,113209479.479631
48,ES.IGN.SIGLIM34080202043,ES,Municipio,34080202043,Lezuza,ES4,ES42,ES421,02043,02,Lezuza,1398,3.87,360.72321,02160,110928.050196425,597612495.830392
49,ES.IGN.SIGLIM34080202083,ES,Municipio,34080202083,Villavaliente,ES4,ES42,ES421,02083,02,Villavaliente,226,6.49,34.820415,02154,39334.6492546454,57961024.5252228
50,ES.IGN.SIGLIM34080202044,ES,Municipio,34080202044,Liétor,ES4,ES42,ES421,02044,02,Liétor,1200,3.86,310.370321,02410,100856.81712695,510472213.775368
51,ES.IGN.SIGLIM34080202050,ES,Municipio,34080202050,Montalvos,ES4,ES42,ES421,02050,02,Montalvos,96,3.84,24.955931,02638,30268.866577507,41283133.7229804
52,ES.IGN.SIGLIM34080202045,ES,Municipio,34080202045,Madrigueras,ES4,ES42,ES421,02045,02,Madrigueras,4665,63.64,73.291904,02230,46354.1075750801,122415754.852012
53,ES.IGN.SIGLIM34080202046,ES,Municipio,34080202046,Mahora,ES4,ES42,ES421,02046,02,Mahora,1359,12.56,108.129742,02240,62106.6482245996,180356726.244969
54,ES.IGN.SIGLIM34081313001,ES,Municipio,34081313001,Abenójar,ES4,ES42,ES422,13001,13,Abenójar,1395,3.3,422.678245,13180,126060.101824154,699695815.589276
55,ES.IGN.SIGLIM34080202047,ES,Municipio,34080202047,Masegoso,ES4,ES42,ES421,02047,02,Masegoso,113,1.08,104.015464,02314,55054.7967598333,170896361.055464
56,ES.IGN.SIGLIM34080202048,ES,Municipio,34080202048,Minaya,ES4,ES42,ES421,02048,02,Minaya,1537,21.96,69.968276,02620,57002.2725901238,116507963.306452
57,ES.IGN.SIGLIM34080202049,ES,Municipio,34080202049,Molinicos,ES4,ES42,ES421,02049,02,Molinicos,840,5.88,142.833286,02440,91820.795091634,234738416.448756
58,ES.IGN.SIGLIM34080202051,ES,Municipio,34080202051,Montealegre del Castillo,ES4,ES42,ES421,02051,02,Montealegre del Castillo,2042,11.49,177.614953,02650,70229.2914691786,292909277.151077
59,ES.IGN.SIGLIM34080202052,ES,Municipio,34080202052,Motilleja,ES4,ES42,ES421,02052,02,Motilleja,548,22.99,23.827105,02220,31894.8717523547,39692488.6565631
60,ES.IGN.SIGLIM34081919091,ES,Municipio,34081919091,Cogollor,ES4,ES42,ES424,19091,19,Cogollor,30,3.6,8.314734,19490,18092.911981296,14557724.9992179
61,ES.IGN.SIGLIM34080202053,ES,Municipio,34080202053,Munera,ES4,ES42,ES421,02053,02,Munera,3513,15.32,229.258188,02612,75749.9608294728,381329379.711877
62,ES.IGN.SIGLIM34080202054,ES,Municipio,34080202054,Navas de Jorquera,ES4,ES42,ES421,02054,02,Navas de Jorquera,518,12.27,42.192196,02246,33660.9801850734,70632199.1354861
63,ES.IGN.SIGLIM34080202055,ES,Municipio,34080202055,Nerpio,ES4,ES42,ES421,02055,02,Nerpio,1222,2.8,436.314476,02530,125850.519687015,704211113.791674
64,ES.IGN.SIGLIM34081919092,ES,Municipio,34081919092,Cogolludo,ES4,ES42,ES424,19092,19,Cogolludo,549,5.69,96.459109,19230,91706.0471085638,169912191.662194
65,ES.IGN.SIGLIM34080202057,ES,Municipio,34080202057,Ossa de Montiel,ES4,ES42,ES421,02057,02,Ossa de Montiel,2352,9.66,243.323141,02611,89016.5113871528,403388915.259933
66,ES.IGN.SIGLIM34080202058,ES,Municipio,34080202058,Paterna del Madera,ES4,ES42,ES421,02058,02,Paterna del Madera,360,3.2,112.19194,02136,69088.2309340552,184139100.910665
67,ES.IGN.SIGLIM34080202059,ES,Municipio,34080202059,Peñascosa,ES4,ES42,ES421,02059,02,Peñascosa,331,1.75,189.112726,02313,136135.320697157,310925785.850854
68,ES.IGN.SIGLIM34080202060,ES,Municipio,34080202060,Peñas de San Pedro,ES4,ES42,ES421,02060,02,Peñas de San Pedro,1420,8.95,158.633831,02120,94066.9436445366,261315387.810069
69,ES.IGN.SIGLIM34080202061,ES,Municipio,34080202061,Pétrola,ES4,ES42,ES421,02061,02,Pétrola,696,9.33,74.595772,02692,52390.4164103556,122994040.140924
70,ES.IGN.SIGLIM34081616174,ES,Municipio,34081616174,Puebla del Salvador,ES4,ES42,ES423,16174,16,Puebla del Salvador,183,3.82,47.898509,16269,35267.9198253719,81026285.6475724
71,ES.IGN.SIGLIM34080202062,ES,Municipio,34080202062,Povedilla,ES4,ES42,ES421,02062,02,Povedilla,446,9.02,49.399785,02311,45607.4085167317,81285166.3621943
72,ES.IGN.SIGLIM34080202063,ES,Municipio,34080202063,Pozohondo,ES4,ES42,ES421,02063,02,Pozohondo,1635,11.98,136.45333,02141,63323.7258863395,224494622.153652
73,ES.IGN.SIGLIM34080202064,ES,Municipio,34080202064,Pozo-Lorente,ES4,ES42,ES421,02064,02,Pozo-Lorente,401,4.96,80.841941,02154,46981.7152583535,134453407.962785
74,ES.IGN.SIGLIM34080202066,ES,Municipio,34080202066,La Recueja,ES4,ES42,ES421,02066,02,La Recueja,254,8.53,29.762321,02249,50384.9392368654,49515532.285299
75,ES.IGN.SIGLIM34080202068,ES,Municipio,34080202068,Robledo,ES4,ES42,ES421,02068,02,Robledo,363,3.03,119.762054,02340,66242.9112851979,197874040.728409
76,ES.IGN.SIGLIM34080202069,ES,Municipio,34080202069,La Roda,ES4,ES42,ES421,02069,02,La Roda,15515,38.96,398.166553,02630,164764.956154807,664612447.675081
77,ES.IGN.SIGLIM34081616031,ES,Municipio,34081616031,Beamud,ES4,ES42,ES423,16031,16,Beamud,35,1.46,23.892624,16152,28439.1655545912,40113817.6631331
78,ES.IGN.SIGLIM34080202067,ES,Municipio,34080202067,Riópar,ES4,ES42,ES421,02067,02,Riópar,1357,16.75,81.011635,02450,71041.9770391861,132248687.093554
79,ES.IGN.SIGLIM34081919095,ES,Municipio,34081919095,Condemios de Abajo,ES4,ES42,ES424,19095,19,Condemios de Abajo,14,1.15,12.089988,19275,20925.3600775103,21353391.384818
80,ES.IGN.SIGLIM34080202070,ES,Municipio,34080202070,Salobre,ES4,ES42,ES421,02070,02,Salobre,501,10.14,49.379461,02316,50295.4051137181,81155814.9331974
81,ES.IGN.SIGLIM34080202071,ES,Municipio,34080202071,San Pedro,ES4,ES42,ES421,02071,02,San Pedro,1153,13.89,83.005617,02326,47552.0524766138,137003379.234005
82,ES.IGN.SIGLIM34080202072,ES,Municipio,34080202072,Socovos,ES4,ES42,ES421,02072,02,Socovos,1790,12.97,137.91259,02435,83050.3017728238,226353614.808824
83,ES.IGN.SIGLIM34080202073,ES,Municipio,34080202073,Tarazona de la Mancha,ES4,ES42,ES421,02073,02,Tarazona de la Mancha,6255,29.43,212.523712,02100,87472.769295547,355022826.901068
84,ES.IGN.SIGLIM34080202074,ES,Municipio,34080202074,Tobarra,ES4,ES42,ES421,02074,02,Tobarra,7738,23.86,324.298914,02500,102232.994400428,532633022.662822
85,ES.IGN.SIGLIM34080202075,ES,Municipio,34080202075,Valdeganga,ES4,ES42,ES421,02075,02,Valdeganga,1943,27.52,70.578478,02150,55163.3939784628,117554207.677744
86,ES.IGN.SIGLIM34080202076,ES,Municipio,34080202076,Vianos,ES4,ES42,ES421,02076,02,Vianos,355,2.76,128.29324,02315,116998.812690388,209828905.703898
87,ES.IGN.SIGLIM34080202077,ES,Municipio,34080202077,Villa de Ves,ES4,ES42,ES421,02077,02,Villa de Ves,57,0.98,57.614874,02213,45696.292096965,95921354.8183324
88,ES.IGN.SIGLIM34080202078,ES,Municipio,34080202078,Villalgordo del Júcar,ES4,ES42,ES421,02078,02,Villalgordo del Júcar,1115,23.9,46.643695,02636,42282.6057698587,78106344.1637905
89,ES.IGN.SIGLIM34080202079,ES,Municipio,34080202079,Villamalea,ES4,ES42,ES421,02079,02,Villamalea,4112,32.06,128.243703,02270,82483.8448107366,214945887.046398
90,ES.IGN.SIGLIM34080202080,ES,Municipio,34080202080,Villapalacios,ES4,ES42,ES421,02080,02,Villapalacios,589,6.7,87.833294,02350,53025.545291963,143360262.97256
91,ES.IGN.SIGLIM34080202081,ES,Municipio,34080202081,Villarrobledo,ES4,ES42,ES421,02081,02,Villarrobledo,25241,29.27,862.09779,02600,181643.626915946,1437746237.04231
92,ES.IGN.SIGLIM34080202082,ES,Municipio,34080202082,Villatoya,ES4,ES42,ES421,02082,02,Villatoya,95,5.07,18.734377,02215,27899.7043824017,31245646.213912
93,ES.IGN.SIGLIM34080202084,ES,Municipio,34080202084,Villaverde de Guadalimar,ES4,ES42,ES421,02084,02,Villaverde de Guadalimar,340,4.91,69.175508,02460,50382.8100649027,112838093.824058
94,ES.IGN.SIGLIM34081313004,ES,Municipio,34081313004,Albaladejo,ES4,ES42,ES422,13004,13,Albaladejo,1185,24.51,48.342719,13340,37787.1853772888,80274663.0367638
95,ES.IGN.SIGLIM34081313005,ES,Municipio,34081313005,Alcázar de San Juan,ES4,ES42,ES422,13005,13,Alcázar de San Juan,30686,46.11,665.478959,13600,152378.935311976,1114007949.62249
96,ES.IGN.SIGLIM34080202085,ES,Municipio,34080202085,Viveros,ES4,ES42,ES421,02085,02,Viveros,340,5.2,65.339612,02310,58398.8457790483,107779287.832452
97,ES.IGN.SIGLIM34080202086,ES,Municipio,34080202086,Yeste,ES4,ES42,ES421,02086,02,Yeste,2674,5.21,512.37911,02480,153920.395972792,832236310.881095
98,ES.IGN.SIGLIM34081313003,ES,Municipio,34081313003,Alamillo,ES4,ES42,ES422,13003,13,Alamillo,507,7.57,66.931772,13413,47224.7011967744,110562822.121826
99,ES.IGN.SIGLIM34080202901,ES,Municipio,34080202901,Pozo Cañada,ES4,ES42,ES421,02901,02,Pozo Cañada,2786,23.91,116.482243,02510,88880.4267979602,192549064.235381
100,ES.IGN.SIGLIM34081313002,ES,Municipio,34081313002,Agudo,ES4,ES42,ES422,13002,13,Agudo,1687,7.36,229.084945,13410,98286.2192760259,381402363.702566
101,ES.IGN.SIGLIM34081313006,ES,Municipio,34081313006,Alcoba,ES4,ES42,ES422,13006,13,Alcoba,602,1.96,306.962845,13116,100244.423499838,513654183.316038
102,ES.IGN.SIGLIM34081313008,ES,Municipio,34081313008,Alcubillas,ES4,ES42,ES422,13008,13,Alcubillas,485,10.24,47.324926,13391,33222.6693138865,78157985.0079496
103,ES.IGN.SIGLIM34081313007,ES,Municipio,34081313007,Alcolea de Calatrava,ES4,ES42,ES422,13007,13,Alcolea de Calatrava,1455,20.59,70.640522,13107,61636.428019939,117188525.446536
104,ES.IGN.SIGLIM34081919329,ES,Municipio,34081919329,Yélamos de Abajo,ES4,ES42,ES424,19329,19,Yélamos de Abajo,63,5.07,12.421841,19143,20439.3997033306,21656889.826513
105,ES.IGN.SIGLIM34081313009,ES,Municipio,34081313009,Aldea del Rey,ES4,ES42,ES422,13009,13,Aldea del Rey,1660,10.74,154.455439,13380,77073.4751517762,253887647.439945
106,ES.IGN.SIGLIM34081313010,ES,Municipio,34081313010,Alhambra,ES4,ES42,ES422,13010,13,Alhambra,1000,1.72,578.894614,13248,258169.601580096,959584337.509947
107,ES.IGN.SIGLIM34081313011,ES,Municipio,34081313011,Almadén,ES4,ES42,ES422,13011,13,Almadén,5461,22.71,240.455305,13400,125319.879671505,395176468.975137
108,ES.IGN.SIGLIM34081313030,ES,Municipio,34081313030,Caracuel de Calatrava,ES4,ES42,ES422,13030,13,Caracuel de Calatrava,139,13.93,9.974614,13191,23251.6550092351,16374544.7250448
109,ES.IGN.SIGLIM34081313031,ES,Municipio,34081313031,Carrión de Calatrava,ES4,ES42,ES422,13031,13,Carrión de Calatrava,3080,32.41,95.023587,13150,82602.4048966472,158555733.259765
110,ES.IGN.SIGLIM34081313012,ES,Municipio,34081313012,Almadenejos,ES4,ES42,ES422,13012,13,Almadenejos,417,4.04,102.986177,13480,63208.6016398917,169497381.6826
111,ES.IGN.SIGLIM34081313013,ES,Municipio,34081313013,Almagro,ES4,ES42,ES422,13013,13,Almagro,8922,35.82,249.048566,13270,188650.766151623,413272394.310083
112,ES.IGN.SIGLIM34081919177,ES,Municipio,34081919177,Medranda,ES4,ES42,ES424,19177,19,Medranda,72,6.29,11.443462,19246,17234.4278762409,20087168.4314445
113,ES.IGN.SIGLIM34081313014,ES,Municipio,34081313014,Almedina,ES4,ES42,ES422,13014,13,Almedina,526,9.41,55.889328,13328,38587.6343730847,91716090.3403417
114,ES.IGN.SIGLIM34081313015,ES,Municipio,34081313015,Almodóvar del Campo,ES4,ES42,ES422,13015,13,Almodóvar del Campo,6139,5.07,1208.700534,13580,343116.537322897,1984213902.49299
115,ES.IGN.SIGLIM34081313016,ES,Municipio,34081313016,Almuradiel,ES4,ES42,ES422,13016,13,Almuradiel,799,12.1,66.001066,13760,46110.9259989172,108098309.229125
116,ES.IGN.SIGLIM34081313017,ES,Municipio,34081313017,Anchuras,ES4,ES42,ES422,13017,13,Anchuras,327,1.41,230.291165,13117,85459.7137193172,388089862.699747
117,ES.IGN.SIGLIM34081313018,ES,Municipio,34081313018,Arenas de San Juan,ES4,ES42,ES422,13018,13,Arenas de San Juan,1043,16.46,63.339679,13679,47757.7004443553,105225711.586845
118,ES.IGN.SIGLIM34081313019,ES,Municipio,34081313019,Argamasilla de Alba,ES4,ES42,ES422,13019,13,Argamasilla de Alba,6901,17.38,396.944316,13710,121171.378002579,659452793.984803
119,ES.IGN.SIGLIM34081313020,ES,Municipio,34081313020,Argamasilla de Calatrava,ES4,ES42,ES422,13020,13,Argamasilla de Calatrava,5921,35.45,167.010521,13440,71570.8475275957,275420349.478996
120,ES.IGN.SIGLIM34081313021,ES,Municipio,34081313021,Arroba de los Montes,ES4,ES42,ES422,13021,13,Arroba de los Montes,449,7.3,61.422291,13193,59618.8813852462,102770531.648003
121,ES.IGN.SIGLIM34081313022,ES,Municipio,34081313022,Ballesteros de Calatrava,ES4,ES42,ES422,13022,13,Ballesteros de Calatrava,387,6.66,58.058871,13432,42836.421463567,95471402.1760797
122,ES.IGN.SIGLIM34081919182,ES,Municipio,34081919182,La Mierla,ES4,ES42,ES424,19182,19,La Mierla,40,2.01,19.816564,19225,24063.3682898259,34759036.3960761
123,ES.IGN.SIGLIM34081313023,ES,Municipio,34081313023,Bolaños de Calatrava,ES4,ES42,ES422,13023,13,Bolaños de Calatrava,11884,133.06,89.311148,13260,62260.8053400362,145358250.2283
124,ES.IGN.SIGLIM34081313024,ES,Municipio,34081313024,Brazatortas,ES4,ES42,ES422,13024,13,Brazatortas,1000,3.69,270.885442,13450,188060.867605722,445390422.170163
125,ES.IGN.SIGLIM34081313032,ES,Municipio,34081313032,Carrizosa,ES4,ES42,ES422,13032,13,Carrizosa,1225,46.98,26.075014,13329,26779.7266883111,43000469.980993
126,ES.IGN.SIGLIM34081313025,ES,Municipio,34081313025,Cabezarados,ES4,ES42,ES422,13025,13,Cabezarados,311,3.9,79.582446,13192,64668.7931427706,132686269.577164
127,ES.IGN.SIGLIM34081313026,ES,Municipio,34081313026,Cabezarrubias del Puerto,ES4,ES42,ES422,13026,13,Cabezarrubias del Puerto,487,4.86,100.178919,13591,90457.1127287548,164759385.199853
128,ES.IGN.SIGLIM34081313027,ES,Municipio,34081313027,Calzada de Calatrava,ES4,ES42,ES422,13027,13,Calzada de Calatrava,3802,9.26,410.466405,13370,148947.262653894,673913419.881079
129,ES.IGN.SIGLIM34081313028,ES,Municipio,34081313028,Campo de Criptana,ES4,ES42,ES422,13028,13,Campo de Criptana,13597,44.77,303.667251,13610,129892.04116594,508222391.638357
130,ES.IGN.SIGLIM34081313029,ES,Municipio,34081313029,Cañada de Calatrava,ES4,ES42,ES422,13029,13,Cañada de Calatrava,92,3.07,29.944004,13430,35766.0797312814,49738346.3804248
131,ES.IGN.SIGLIM34081313033,ES,Municipio,34081313033,Castellar de Santiago,ES4,ES42,ES422,13033,13,Castellar de Santiago,1918,20.06,95.596753,13750,48872.5205495192,156307325.994945
132,ES.IGN.SIGLIM34081313034,ES,Municipio,34081313034,Ciudad Real,ES4,ES42,ES422,13034,13,Ciudad Real,74743,262.33,284.911601,13000,173138.617085828,472414432.385588
133,ES.IGN.SIGLIM34081313035,ES,Municipio,34081313035,Corral de Calatrava,ES4,ES42,ES422,13035,13,Corral de Calatrava,1129,7.6,148.452504,13190,108819.591442115,245899442.383063
134,ES.IGN.SIGLIM34081313036,ES,Municipio,34081313036,Los Cortijos,ES4,ES42,ES422,13036,13,Los Cortijos,882,9.3,94.789108,13427,56111.3493373297,158757709.921646
135,ES.IGN.SIGLIM34081313037,ES,Municipio,34081313037,Cózar,ES4,ES42,ES422,13037,13,Cózar,973,14.97,64.965018,13345,45362.6022263264,106748282.073318
136,ES.IGN.SIGLIM34081313043,ES,Municipio,34081313043,Fuenllana,ES4,ES42,ES422,13043,13,Fuenllana,217,3.61,60.029164,13333,41470.0394676806,98757796.7418448
137,ES.IGN.SIGLIM34081616101,ES,Municipio,34081616101,El Hito,ES4,ES42,ES423,16101,16,El Hito,142,3.44,41.203789,16441,33476.9178307493,70014261.5763395
138,ES.IGN.SIGLIM34081313038,ES,Municipio,34081313038,Chillón,ES4,ES42,ES422,13038,13,Chillón,1831,8.82,207.407158,13412,98477.4905953735,342667591.193556
139,ES.IGN.SIGLIM34081313039,ES,Municipio,34081313039,Daimiel,ES4,ES42,ES422,13039,13,Daimiel,18051,41.24,437.615149,13250,146237.656210635,727721318.429627
140,ES.IGN.SIGLIM34081313040,ES,Municipio,34081313040,Fernán Caballero,ES4,ES42,ES422,13040,13,Fernán Caballero,1022,9.83,103.916151,13140,72076.5779203114,172976665.299762
141,ES.IGN.SIGLIM34081313041,ES,Municipio,34081313041,Fontanarejo,ES4,ES42,ES422,13041,13,Fontanarejo,261,3.36,77.458334,13193,71800.4054124258,128328373.322515
142,ES.IGN.SIGLIM34081313042,ES,Municipio,34081313042,Fuencaliente,ES4,ES42,ES422,13042,13,Fuencaliente,1031,3.81,270.155227,13130,115621.923063068,440408067.470094
143,ES.IGN.SIGLIM34081313076,ES,Municipio,34081313076,Santa Cruz de los Cáñamos,ES4,ES42,ES422,13076,13,Santa Cruz de los Cáñamos,523,29.54,17.704576,13327,20543.1881299873,29079367.9067683
144,ES.IGN.SIGLIM34081313077,ES,Municipio,34081313077,Santa Cruz de Mudela,ES4,ES42,ES422,13077,13,Santa Cruz de Mudela,4154,31.16,133.267958,13730,70527.6134767867,219277827.90487
145,ES.IGN.SIGLIM34081313044,ES,Municipio,34081313044,Fuente el Fresno,ES4,ES42,ES422,13044,13,Fuente el Fresno,3253,27.22,119.4753,13680,93380.1531987895,199451236.295219
146,ES.IGN.SIGLIM34081616013,ES,Municipio,34081616013,Algarra,ES4,ES42,ES423,16013,16,Algarra,25,0.59,41.934765,16338,47059.2187280447,71562706.0984569
