FID,INSPIREID,COUNTRY,NATLEVNAME,NATCODE,NAMEUNIT,CODNUT1,CODNUT2,CODNUT3,COD_INE,COD_PROV,NOM_ETIQ,HABITANTES,DENSIDAD,SUP_KM2,CP,SHAPE_Length,SHAPE_Area
590,ES.IGN.SIGLIM34081919185,ES,Municipio,34081919185,La Miñosa,ES4,ES42,ES424,19185,19,La Miñosa,28,0.63,43.943157,19274,50979.6995104514,77754857.6129227
591,ES.IGN.SIGLIM34081919209,ES,Municipio,34081919209,Pardos,ES4,ES42,ES424,19209,19,Pardos,44,1.9,23.114569,19336,26899.3154913362,40618445.7964345
592,ES.IGN.SIGLIM34081919186,ES,Municipio,34081919186,Mirabueno,ES4,ES42,ES424,19186,19,Mirabueno,83,4.25,19.486508,19268,29808.2080480238,34130055.0011092
593,ES.IGN.SIGLIM34081919187,ES,Municipio,34081919187,Miralrío,ES4,ES42,ES424,19187,19,Miralrío,55,6.71,8.187685,19248,18112.9812730567,14378173.8562579
594,ES.IGN.SIGLIM34081919188,ES,Municipio,34081919188,Mochales,ES4,ES42,ES424,19188,19,Mochales,48,1.48,32.340568,19332,34391.7667756285,56963861.1057852
595,ES.IGN.SIGLIM34081919193,ES,Municipio,34081919193,Montarrón,ES4,ES42,ES424,19193,19,Montarrón,26,2.34,11.063832,19229,21763.6607830737,19565951.0638004
596,ES.IGN.SIGLIM34081919189,ES,Municipio,34081919189,Mohernando,ES4,ES42,ES424,19189,19,Mohernando,172,6.5,26.420936,19291,37177.6329084032,46008197.5163006
597,ES.IGN.SIGLIM34081919190,ES,Municipio,34081919190,Molina de Aragón,ES4,ES42,ES424,19190,19,Molina de Aragón,3295,19.58,168.221271,19300,82950.0962425054,294679590.795608
598,ES.IGN.SIGLIM34081919194,ES,Municipio,34081919194,Moratilla de los Meleros,ES4,ES42,ES424,19194,19,Moratilla de los Meleros,100,3.43,29.090992,19144,37333.6317601971,50472638.5773076
599,ES.IGN.SIGLIM34081919195,ES,Municipio,34081919195,Morenilla,ES4,ES42,ES424,19195,19,Morenilla,38,1.33,28.381577,19328,41169.1140580486,49507893.1656652
600,ES.IGN.SIGLIM34081919199,ES,Municipio,34081919199,Ocentejo,ES4,ES42,ES424,19199,19,Ocentejo,18,0.58,30.650694,19432,34483.8869392291,54017815.203258
601,ES.IGN.SIGLIM34081919196,ES,Municipio,34081919196,Muduex,ES4,ES42,ES424,19196,19,Muduex,102,4.59,22.181413,19196,30854.7651445268,38844629.3894711
602,ES.IGN.SIGLIM34081919197,ES,Municipio,34081919197,Las Navas de Jadraque,ES4,ES42,ES424,19197,19,Las Navas de Jadraque,28,3.09,9.03323,19244,16687.8957947531,15918966.4918684
603,ES.IGN.SIGLIM34081919198,ES,Municipio,34081919198,Negredo,ES4,ES42,ES424,19198,19,Negredo,17,0.92,18.312708,19245,23629.6671630767,32251662.5388379
604,ES.IGN.SIGLIM34081919200,ES,Municipio,34081919200,El Olivar,ES4,ES42,ES424,19200,19,El Olivar,75,4.34,17.264949,19133,24176.0204106218,29990100.8239473
605,ES.IGN.SIGLIM34081919201,ES,Municipio,34081919201,Olmeda de Cobeta,ES4,ES42,ES424,19201,19,Olmeda de Cobeta,64,1.61,39.74093,19444,47585.6465818272,69304514.6539851
606,ES.IGN.SIGLIM34081919202,ES,Municipio,34081919202,La Olmeda de Jadraque,ES4,ES42,ES424,19202,19,La Olmeda de Jadraque,9,0.76,11.698152,19266,20960.0517093482,20661869.431035
607,ES.IGN.SIGLIM34081919208,ES,Municipio,34081919208,Pálmaces de Jadraque,ES4,ES42,ES424,19208,19,Pálmaces de Jadraque,41,1.39,29.33752,19245,29957.4209056171,51781570.4254593
608,ES.IGN.SIGLIM34081919213,ES,Municipio,34081919213,El Pedregal,ES4,ES42,ES424,19213,19,El Pedregal,77,3.32,23.185311,19327,28114.9239098988,40501825.4165998
609,ES.IGN.SIGLIM34081919203,ES,Municipio,34081919203,El Ordial,ES4,ES42,ES424,19203,19,El Ordial,27,0.89,30.002271,19238,45182.3987336872,52869807.9510876
610,ES.IGN.SIGLIM34081919204,ES,Municipio,34081919204,Orea,ES4,ES42,ES424,19204,19,Orea,177,2.47,71.384204,19311,57462.1457672629,123477808.780418
611,ES.IGN.SIGLIM34081919210,ES,Municipio,34081919210,Paredes de Sigüenza,ES4,ES42,ES424,19210,19,Paredes de Sigüenza,19,0.57,33.152424,19269,41793.6657253088,58337145.326241
612,ES.IGN.SIGLIM34081919214,ES,Municipio,34081919214,Peñalén,ES4,ES42,ES424,19214,19,Peñalén,76,1.27,59.830167,19462,47616.5763174207,102989575.251359
613,ES.IGN.SIGLIM34081919211,ES,Municipio,34081919211,Pareja,ES4,ES42,ES424,19211,19,Pareja,389,4.25,91.44815,19492,99021.7927688344,158883852.689973
614,ES.IGN.SIGLIM34081919212,ES,Municipio,34081919212,Pastrana,ES4,ES42,ES424,19212,19,Pastrana,873,9.09,96.028328,19100,86738.4962913148,165217761.068401
615,ES.IGN.SIGLIM34081919215,ES,Municipio,34081919215,Peñalver,ES4,ES42,ES424,19215,19,Peñalver,152,3.7,41.055876,19134,43646.3274999141,71113019.4519576
616,ES.IGN.SIGLIM34081919217,ES,Municipio,34081919217,Peralveche,ES4,ES42,ES424,19217,19,Peralveche,49,0.6,81.333439,19493,56399.867775279,141227691.672281
617,ES.IGN.SIGLIM34081919216,ES,Municipio,34081919216,Peralejos de las Truchas,ES4,ES42,ES424,19216,19,Peralejos de las Truchas,156,2.19,71.144398,19313,61114.4745018845,122833942.395298
618,ES.IGN.SIGLIM34081919218,ES,Municipio,34081919218,Pinilla de Jadraque,ES4,ES42,ES424,19218,19,Pinilla de Jadraque,52,3.91,13.278989,19246,21265.3358487571,23333867.5540607
619,ES.IGN.SIGLIM34081919219,ES,Municipio,34081919219,Pinilla de Molina,ES4,ES42,ES424,19219,19,Pinilla de Molina,11,0.47,23.342656,19312,29242.2349447123,40332407.9688438
620,ES.IGN.SIGLIM34081919220,ES,Municipio,34081919220,Pioz,ES4,ES42,ES424,19220,19,Pioz,3770,194.52,19.381299,19162,23871.8070537631,33580779.1406496
621,ES.IGN.SIGLIM34081919221,ES,Municipio,34081919221,Piqueras,ES4,ES42,ES424,19221,19,Piqueras,56,1.74,32.119966,19325,31811.2863032159,56207619.5882659
622,ES.IGN.SIGLIM34081919224,ES,Municipio,34081919224,Pozo de Almoguera,ES4,ES42,ES424,19224,19,Pozo de Almoguera,106,6.35,16.692548,19112,22456.3864792412,28823142.5440604
623,ES.IGN.SIGLIM34081919222,ES,Municipio,34081919222,El Pobo de Dueñas,ES4,ES42,ES424,19222,19,El Pobo de Dueñas,111,2,55.285645,19326,45021.9734458986,96557505.889893
624,ES.IGN.SIGLIM34081919223,ES,Municipio,34081919223,Poveda de la Sierra,ES4,ES42,ES424,19223,19,Poveda de la Sierra,120,2.29,52.311172,19463,42097.9332324795,89847357.3393053
625,ES.IGN.SIGLIM34081919225,ES,Municipio,34081919225,Pozo de Guadalajara,ES4,ES42,ES424,19225,19,Pozo de Guadalajara,1269,110.67,11.466188,19161,20151.8738591089,20436253.9475396
626,ES.IGN.SIGLIM34081919226,ES,Municipio,34081919226,Prádena de Atienza,ES4,ES42,ES424,19226,19,Prádena de Atienza,42,1.46,28.707509,19278,33660.5694290137,51002388.1613773
627,ES.IGN.SIGLIM34081919227,ES,Municipio,34081919227,Prados Redondos,ES4,ES42,ES424,19227,19,Prados Redondos,61,1.14,53.199698,19352,51979.9789394915,93295560.9215305
628,ES.IGN.SIGLIM34081919228,ES,Municipio,34081919228,Puebla de Beleña,ES4,ES42,ES424,19228,19,Puebla de Beleña,36,1.22,29.335151,19226,35066.6828196337,51067158.2408646
629,ES.IGN.SIGLIM34081919229,ES,Municipio,34081919229,Puebla de Valles,ES4,ES42,ES424,19229,19,Puebla de Valles,60,2.16,27.725944,19225,34173.1658068221,48141401.8278566
630,ES.IGN.SIGLIM34081919235,ES,Municipio,34081919235,Riba de Saelices,ES4,ES42,ES424,19235,19,Riba de Saelices,87,1.3,66.654011,19441,51018.3886370703,116837624.833677
631,ES.IGN.SIGLIM34081919230,ES,Municipio,34081919230,Quer,ES4,ES42,ES424,19230,19,Quer,778,53.18,14.627992,19209,25856.3512986993,24873818.6321153
632,ES.IGN.SIGLIM34081919231,ES,Municipio,34081919231,Rebollosa de Jadraque,ES4,ES42,ES424,19231,19,Rebollosa de Jadraque,12,1.56,7.659181,19245,15924.7949033127,13510718.1167537
633,ES.IGN.SIGLIM34081919234,ES,Municipio,34081919234,Retiendas,ES4,ES42,ES424,19234,19,Retiendas,42,2,20.957834,19225,34163.7645386163,36850599.2319909
634,ES.IGN.SIGLIM34081919232,ES,Municipio,34081919232,El Recuenco,ES4,ES42,ES424,19232,19,El Recuenco,60,0.79,75.062047,19494,51145.0061659891,130619953.735806
635,ES.IGN.SIGLIM34081919233,ES,Municipio,34081919233,Renera,ES4,ES42,ES424,19233,19,Renera,92,4.54,20.224641,19145,27268.3645181399,35014898.1449921
636,ES.IGN.SIGLIM34081919246,ES,Municipio,34081919246,Saelices de la Sal,ES4,ES42,ES424,19246,19,Saelices de la Sal,44,2.27,19.354135,19440,23593.2978754184,33940671.020145
637,ES.IGN.SIGLIM34081919237,ES,Municipio,34081919237,Rillo de Gallo,ES4,ES42,ES424,19237,19,Rillo de Gallo,44,1.7,25.855443,19340,40042.9875938389,45357471.8986157
638,ES.IGN.SIGLIM34081919238,ES,Municipio,34081919238,Riofrío del Llano,ES4,ES42,ES424,19238,19,Riofrío del Llano,49,1.14,42.85601,19269,41310.8550505249,75735610.3955099
639,ES.IGN.SIGLIM34081919256,ES,Municipio,34081919256,Sienes,ES4,ES42,ES424,19256,19,Sienes,53,1.79,29.491142,19269,34746.6221791093,52154194.6766841
640,ES.IGN.SIGLIM34081919239,ES,Municipio,34081919239,Robledillo de Mohernando,ES4,ES42,ES424,19239,19,Robledillo de Mohernando,106,3.57,29.648762,19227,35621.1080108023,51862766.3448452
641,ES.IGN.SIGLIM34081919240,ES,Municipio,34081919240,Robledo de Corpes,ES4,ES42,ES424,19240,19,Robledo de Corpes,45,1.08,41.376514,19243,41028.8496547045,72490219.4102971
642,ES.IGN.SIGLIM34081919241,ES,Municipio,34081919241,Romanillos de Atienza,ES4,ES42,ES424,19241,19,Romanillos de Atienza,42,1.76,23.849711,19276,31213.7688884726,42258857.6109903
643,ES.IGN.SIGLIM34081919257,ES,Municipio,34081919257,Sigüenza,ES4,ES42,ES424,19257,19,Sigüenza,4356,11.26,386.674807,19250,171264.098044253,681977880.611736
644,ES.IGN.SIGLIM34081919242,ES,Municipio,34081919242,Romanones,ES4,ES42,ES424,19242,19,Romanones,100,3.45,28.934597,19143,35333.8888927834,50099169.2798393
645,ES.IGN.SIGLIM34081919243,ES,Municipio,34081919243,Rueda de la Sierra,ES4,ES42,ES424,19243,19,Rueda de la Sierra,40,0.78,50.939832,19339,49590.1542267516,89462399.6992093
646,ES.IGN.SIGLIM34081919261,ES,Municipio,34081919261,Sotodosos,ES4,ES42,ES424,19261,19,Sotodosos,34,1.17,28.89077,19445,30097.3859619358,50738091.7346538
647,ES.IGN.SIGLIM34081919244,ES,Municipio,34081919244,Sacecorbo,ES4,ES42,ES424,19244,19,Sacecorbo,85,1.17,72.649364,19432,62773.8921835702,126650711.058472
648,ES.IGN.SIGLIM34081919247,ES,Municipio,34081919247,Salmerón,ES4,ES42,ES424,19247,19,Salmerón,155,4.26,36.380636,19126,33760.0646195884,63085398.9189087
649,ES.IGN.SIGLIM34081919245,ES,Municipio,34081919245,Sacedón,ES4,ES42,ES424,19245,19,Sacedón,1519,13.64,111.303911,19120,87446.8220582991,192535033.652904
650,ES.IGN.SIGLIM34081919251,ES,Municipio,34081919251,Saúca,ES4,ES42,ES424,19251,19,Saúca,53,1.07,49.075264,19262,47885.1267651308,86104515.5982907
651,ES.IGN.SIGLIM34081919254,ES,Municipio,34081919254,Selas,ES4,ES42,ES424,19254,19,Selas,47,1.04,44.85402,19346,43321.542099135,78625219.5641953
652,ES.IGN.SIGLIM34081919252,ES,Municipio,34081919252,Sayatón,ES4,ES42,ES424,19252,19,Sayatón,81,1.77,45.528489,19119,54585.8739050305,78381545.6985825
653,ES.IGN.SIGLIM34081919255,ES,Municipio,34081919255,Setiles,ES4,ES42,ES424,19255,19,Setiles,76,1.34,56.708178,19324,37956.1884213516,98951398.7720238
654,ES.IGN.SIGLIM34081919258,ES,Municipio,34081919258,Solanillos del Extremo,ES4,ES42,ES424,19258,19,Solanillos del Extremo,96,2.74,34.958042,19428,37661.9330524634,60775156.005429
655,ES.IGN.SIGLIM34081919259,ES,Municipio,34081919259,Somolinos,ES4,ES42,ES424,19259,19,Somolinos,35,2.34,14.945173,19274,23392.2321738742,26185986.7678233
656,ES.IGN.SIGLIM34081919260,ES,Municipio,34081919260,El Sotillo,ES4,ES42,ES424,19260,19,El Sotillo,41,1.69,24.242083,19491,36139.8495185645,42462245.5837105
657,ES.IGN.SIGLIM34081919262,ES,Municipio,34081919262,Tamajón,ES4,ES42,ES424,19262,19,Tamajón,123,1.05,116.855405,19222,79769.6305394111,204521092.455471
658,ES.IGN.SIGLIM34081919264,ES,Municipio,34081919264,Taravilla,ES4,ES42,ES424,19264,19,Taravilla,33,0.55,59.645196,19314,51863.6393805164,105597481.968263
659,ES.IGN.SIGLIM34081919272,ES,Municipio,34081919272,Tordesilos,ES4,ES42,ES424,19272,19,Tordesilos,96,2.06,46.461858,19323,43907.8859886877,80882976.3512199
660,ES.IGN.SIGLIM34081919265,ES,Municipio,34081919265,Tartanedo,ES4,ES42,ES424,19265,19,Tartanedo,149,1,148.147444,19335,81928.326328013,260798236.789344
661,ES.IGN.SIGLIM34081919266,ES,Municipio,34081919266,Tendilla,ES4,ES42,ES424,19266,19,Tendilla,304,13.3,22.854186,19134,30012.5684412439,39592783.9949724
662,ES.IGN.SIGLIM34081919309,ES,Municipio,34081919309,Valhermoso,ES4,ES42,ES424,19309,19,Valhermoso,25,0.85,29.160098,19390,34517.0948636691,50782858.3177642
663,ES.IGN.SIGLIM34081919267,ES,Municipio,34081919267,Terzaga,ES4,ES42,ES424,19267,19,Terzaga,22,0.64,33.971044,19312,39115.9892782481,58881454.4245804
664,ES.IGN.SIGLIM34081919268,ES,Municipio,34081919268,Tierzo,ES4,ES42,ES424,19268,19,Tierzo,30,0.74,40.101231,19390,41773.0364874758,69862181.9469404
665,ES.IGN.SIGLIM34081919310,ES,Municipio,34081919310,Valtablado del Río,ES4,ES42,ES424,19310,19,Valtablado del Río,8,0.31,25.235727,19493,31517.4395682201,43926688.4012823
666,ES.IGN.SIGLIM34081919269,ES,Municipio,34081919269,La Toba,ES4,ES42,ES424,19269,19,La Toba,96,2.62,36.55256,19237,49514.6359034759,64329002.4733809
667,ES.IGN.SIGLIM34081919270,ES,Municipio,34081919270,Tordelrábano,ES4,ES42,ES424,19270,19,Tordelrábano,13,1.12,11.604773,19277,24636.9721326106,20547353.6017993
668,ES.IGN.SIGLIM34081919271,ES,Municipio,34081919271,Tordellego,ES4,ES42,ES424,19271,19,Tordellego,50,1.49,33.528022,19325,42633.1588602371,58316380.2021101
669,ES.IGN.SIGLIM34081919274,ES,Municipio,34081919274,Torija,ES4,ES42,ES424,19274,19,Torija,1424,40.35,35.285766,19190,43675.4802149196,61168324.0213884
670,ES.IGN.SIGLIM34081919277,ES,Municipio,34081919277,Torrecuadrada de Molina,ES4,ES42,ES424,19277,19,Torrecuadrada de Molina,19,0.53,35.748855,19355,37593.3559877161,62415116.2153156
671,ES.IGN.SIGLIM34081919324,ES,Municipio,34081919324,Villel de Mesa,ES4,ES42,ES424,19324,19,Villel de Mesa,185,4.96,37.292148,19332,36494.5331790912,65397353.8158339
672,ES.IGN.SIGLIM34081919278,ES,Municipio,34081919278,Torrecuadradilla,ES4,ES42,ES424,19278,19,Torrecuadradilla,25,0.76,32.852522,19430,36009.6104156693,57500620.0400696
673,ES.IGN.SIGLIM34081919279,ES,Municipio,34081919279,Torre del Burgo,ES4,ES42,ES424,19279,19,Torre del Burgo,502,102.42,4.901259,19228,17866.812310727,8568398.94431764
674,ES.IGN.SIGLIM34081919283,ES,Municipio,34081919283,Torremocha del Pinar,ES4,ES42,ES424,19283,19,Torremocha del Pinar,40,0.79,50.45312,19345,40086.4406503265,88384531.8910023
675,ES.IGN.SIGLIM34081919280,ES,Municipio,34081919280,Torrejón del Rey,ES4,ES42,ES424,19280,19,Torrejón del Rey,5300,222.24,23.84744,19174,39170.3201638715,43866753.3983471
676,ES.IGN.SIGLIM34081919281,ES,Municipio,34081919281,Torremocha de Jadraque,ES4,ES42,ES424,19281,19,Torremocha de Jadraque,23,2.06,11.160912,19245,20025.3366752104,19643491.2381658
677,ES.IGN.SIGLIM34081919282,ES,Municipio,34081919282,Torremocha del Campo,ES4,ES42,ES424,19282,19,Torremocha del Campo,175,1.24,140.939843,19268,81362.9870395198,247650387.238414
678,ES.IGN.SIGLIM34081919284,ES,Municipio,34081919284,Torremochuela,ES4,ES42,ES424,19284,19,Torremochuela,11,0.62,17.681889,19391,23971.4681052365,31089589.9170529
679,ES.IGN.SIGLIM34081919285,ES,Municipio,34081919285,Torrubia,ES4,ES42,ES424,19285,19,Torrubia,22,0.78,28.137432,19337,35629.0632640562,49474959.8240465
680,ES.IGN.SIGLIM34081919286,ES,Municipio,34081919286,Tórtola de Henares,ES4,ES42,ES424,19286,19,Tórtola de Henares,1012,37.68,26.857708,19198,39711.3349147183,46775039.4977805
681,ES.IGN.SIGLIM34081919287,ES,Municipio,34081919287,Tortuera,ES4,ES42,ES424,19287,19,Tortuera,206,2.5,82.191722,19338,56933.8118333876,144437783.005308
682,ES.IGN.SIGLIM34081919290,ES,Municipio,34081919290,Trijueque,ES4,ES42,ES424,19290,19,Trijueque,1172,32.84,35.683987,19192,36482.5894550402,62198510.530061
683,ES.IGN.SIGLIM34081919288,ES,Municipio,34081919288,Tortuero,ES4,ES42,ES424,19288,19,Tortuero,18,0.38,46.80087,19225,46053.1668741791,82140993.7844634
684,ES.IGN.SIGLIM34081919289,ES,Municipio,34081919289,Traíd,ES4,ES42,ES424,19289,19,Traíd,27,0.55,48.565519,19312,42762.4245858667,84556870.7675729
685,ES.IGN.SIGLIM34081919302,ES,Municipio,34081919302,Valdegrudas,ES4,ES42,ES424,19302,19,Valdegrudas,57,4.09,13.91164,19191,24086.3753175077,24260916.8086008
686,ES.IGN.SIGLIM34081919291,ES,Municipio,34081919291,Trillo,ES4,ES42,ES424,19291,19,Trillo,1319,8.15,161.658999,19450,87736.0522109872,281643616.212937
687,ES.IGN.SIGLIM34081919293,ES,Municipio,34081919293,Uceda,ES4,ES42,ES424,19293,19,Uceda,2573,54.95,46.824286,19187,64673.7189755059,82006604.4848531
688,ES.IGN.SIGLIM34081919294,ES,Municipio,34081919294,Ujados,ES4,ES42,ES424,19294,19,Ujados,28,2.32,12.051951,19276,20994.1959442593,20941563.9736653
689,ES.IGN.SIGLIM34081919296,ES,Municipio,34081919296,Utande,ES4,ES42,ES424,19296,19,Utande,35,1.83,19.035796,19196,31964.2104613084,33311835.8992499
690,ES.IGN.SIGLIM34081919297,ES,Municipio,34081919297,Valdarachas,ES4,ES42,ES424,19297,19,Valdarachas,35,3.47,10.068373,19141,28386.1874266529,16784072.9833593
691,ES.IGN.SIGLIM34081919298,ES,Municipio,34081919298,Valdearenas,ES4,ES42,ES424,19298,19,Valdearenas,79,5.1,15.476144,19196,25028.3109151727,26990225.4231893
692,ES.IGN.SIGLIM34081919299,ES,Municipio,34081919299,Valdeavellano,ES4,ES42,ES424,19299,19,Valdeavellano,108,4.5,23.991144,19142,31393.4798891077,41795914.5592096
693,ES.IGN.SIGLIM34081919303,ES,Municipio,34081919303,Valdelcubo,ES4,ES42,ES424,19303,19,Valdelcubo,49,3.53,13.857762,19269,22877.0392120421,24479294.8223125
694,ES.IGN.SIGLIM34081919300,ES,Municipio,34081919300,Valdeaveruelo,ES4,ES42,ES424,19300,19,Valdeaveruelo,1062,61.71,17.208899,19173,34167.2908291629,30362438.1285665
695,ES.IGN.SIGLIM34081919301,ES,Municipio,34081919301,Valdeconcha,ES4,ES42,ES424,19301,19,Valdeconcha,40,1.7,23.418857,19132,27081.4850953396,40585963.2964625
696,ES.IGN.SIGLIM34081919304,ES,Municipio,34081919304,Valdenuño Fernández,ES4,ES42,ES424,19304,19,Valdenuño Fernández,253,10.2,24.788342,19185,36557.0130563288,43279091.3515451
697,ES.IGN.SIGLIM34081919305,ES,Municipio,34081919305,Valdepeñas de la Sierra,ES4,ES42,ES424,19305,19,Valdepeñas de la Sierra,168,2.4,69.956128,19184,56317.0831594176,123539113.318807
698,ES.IGN.SIGLIM34081919306,ES,Municipio,34081919306,Valderrebollo,ES4,ES42,ES424,19306,19,Valderrebollo,22,1.51,14.484009,19490,25083.489495433,25533812.5421946
699,ES.IGN.SIGLIM34081919325,ES,Municipio,34081919325,Viñuelas,ES4,ES42,ES424,19325,19,Viñuelas,137,8.86,15.451762,19183,22290.0944385184,27005910.4595638
700,ES.IGN.SIGLIM34081919307,ES,Municipio,34081919307,Valdesotos,ES4,ES42,ES424,19307,19,Valdesotos,25,0.91,27.306224,19225,39163.7689592801,47931871.5981199
701,ES.IGN.SIGLIM34081919308,ES,Municipio,34081919308,Valfermoso de Tajuña,ES4,ES42,ES424,19308,19,Valfermoso de Tajuña,59,2.01,29.34837,19411,33013.3501303096,51157267.2175499
702,ES.IGN.SIGLIM34081919311,ES,Municipio,34081919311,Valverde de los Arroyos,ES4,ES42,ES424,19311,19,Valverde de los Arroyos,82,1.8,45.314206,19224,43459.2852750126,79764712.9418492
703,ES.IGN.SIGLIM34081919314,ES,Municipio,34081919314,Viana de Jadraque,ES4,ES42,ES424,19314,19,Viana de Jadraque,48,1.96,24.389899,19295,48792.4503571144,42931439.2758967
704,ES.IGN.SIGLIM34081919317,ES,Municipio,34081919317,Villanueva de Alcorón,ES4,ES42,ES424,19317,19,Villanueva de Alcorón,162,1.63,99.350329,19460,56199.4010700667,172558762.826876
705,ES.IGN.SIGLIM34081919318,ES,Municipio,34081919318,Villanueva de Argecilla,ES4,ES42,ES424,19318,19,Villanueva de Argecilla,29,5.44,5.323113,19248,13650.6500501267,9248979.91269375
706,ES.IGN.SIGLIM34081919319,ES,Municipio,34081919319,Villanueva de la Torre,ES4,ES42,ES424,19319,19,Villanueva de la Torre,6568,597.44,10.993472,19209,19212.5797657394,19468811.8727933
707,ES.IGN.SIGLIM34081919321,ES,Municipio,34081919321,Villares de Jadraque,ES4,ES42,ES424,19321,19,Villares de Jadraque,47,2.71,17.30496,19244,30492.6794316814,30319440.5767578
708,ES.IGN.SIGLIM34081919322,ES,Municipio,34081919322,Villaseca de Henares,ES4,ES42,ES424,19322,19,Villaseca de Henares,27,1.57,17.155266,19294,25151.443926068,30134917.5564582
709,ES.IGN.SIGLIM34081919323,ES,Municipio,34081919323,Villaseca de Uceda,ES4,ES42,ES424,19323,19,Villaseca de Uceda,36,2.71,13.260961,19183,35048.9307668674,23227203.3993567
710,ES.IGN.SIGLIM34081919326,ES,Municipio,34081919326,Yebes,ES4,ES42,ES424,19326,19,Yebes,3518,202.25,17.394276,19080,37415.346689575,30330229.3762926
711,ES.IGN.SIGLIM34081919327,ES,Municipio,34081919327,Yebra,ES4,ES42,ES424,19327,19,Yebra,444,7.86,56.46737,19111,52312.1500415267,97364073.3246783
712,ES.IGN.SIGLIM34081919330,ES,Municipio,34081919330,Yélamos de Arriba,ES4,ES42,ES424,19330,19,Yélamos de Arriba,77,4.19,18.372952,19143,29857.2851969253,31866038.2096313
713,ES.IGN.SIGLIM34081919331,ES,Municipio,34081919331,Yunquera de Henares,ES4,ES42,ES424,19331,19,Yunquera de Henares,3937,126.13,31.211523,19210,41529.2628814131,54173115.816704
714,ES.IGN.SIGLIM34081919334,ES,Municipio,34081919334,Zarzuela de Jadraque,ES4,ES42,ES424,19334,19,Zarzuela de Jadraque,37,1.14,32.275304,19237,36086.5434036989,56414368.5214589
715,ES.IGN.SIGLIM34081919335,ES,Municipio,34081919335,Zorita de los Canes,ES4,ES42,ES424,19335,19,Zorita de los Canes,70,3.52,19.844599,19119,28794.6492381811,34852939.958432
716,ES.IGN.SIGLIM34084545057,ES,Municipio,34084545057,Chueca,ES4,ES42,ES425,45057,45,Chueca,261,23.51,11.097196,45113,20139.1527555189,18827202.8318129
717,ES.IGN.SIGLIM34081919901,ES,Municipio,34081919901,Semillas,ES4,ES42,ES424,19901,19,Semillas,40,0.8,49.890774,19237,53698.902400927,87828226.0590345
718,ES.IGN.SIGLIM34084545001,ES,Municipio,34084545001,Ajofrín,ES4,ES42,ES425,45001,45,Ajofrín,2244,63.88,35.126213,45110,41048.6958503511,59421893.782806
719,ES.IGN.SIGLIM34084545002,ES,Municipio,34084545002,Alameda de la Sagra,ES4,ES42,ES425,45002,45,Alameda de la Sagra,3562,107.83,33.032996,45240,46225.4837876926,56364361.0107828
720,ES.IGN.SIGLIM34084545003,ES,Municipio,34084545003,Albarreal de Tajo,ES4,ES42,ES425,45003,45,Albarreal de Tajo,692,16.7,41.435794,45519,44605.5454042441,70479228.9030169
721,ES.IGN.SIGLIM34084545004,ES,Municipio,34084545004,Alcabón,ES4,ES42,ES425,45004,45,Alcabón,669,83.66,7.996623,45519,20449.1637326877,13690486.7539788
722,ES.IGN.SIGLIM34084545005,ES,Municipio,34084545005,Alcañizo,ES4,ES42,ES425,45005,45,Alcañizo,275,20.35,13.511391,45596,24122.6321216613,22983889.0638211
723,ES.IGN.SIGLIM34084545015,ES,Municipio,34084545015,Arcicóllar,ES4,ES42,ES425,45015,45,Arcicóllar,829,27.13,30.55085,45182,39467.4018777741,52197335.8924299
724,ES.IGN.SIGLIM34084545006,ES,Municipio,34084545006,Alcaudete de la Jara,ES4,ES42,ES425,45006,45,Alcaudete de la Jara,1703,10.89,156.308328,45662,83417.5873477265,264611185.650942
725,ES.IGN.SIGLIM34084545007,ES,Municipio,34084545007,Alcolea de Tajo,ES4,ES42,ES425,45007,45,Alcolea de Tajo,797,12.43,64.116842,45571,62220.6214292198,109385868.257104
726,ES.IGN.SIGLIM34084545027,ES,Municipio,34084545027,Cabezamesada,ES4,ES42,ES425,45027,45,Cabezamesada,347,5.81,59.718991,45890,49311.7173076805,101555118.055655
727,ES.IGN.SIGLIM34084545008,ES,Municipio,34084545008,Aldea en Cabo,ES4,ES42,ES425,45008,45,Aldea en Cabo,162,6.34,25.520416,45908,35067.5325831846,43684074.4864645
728,ES.IGN.SIGLIM34084545028,ES,Municipio,34084545028,Calera y Chozas,ES4,ES42,ES425,45028,45,Calera y Chozas,4640,21.16,219.247552,45595,117622.868981356,372385346.562591
729,ES.IGN.SIGLIM34084545009,ES,Municipio,34084545009,Aldeanueva de Barbarroya,ES4,ES42,ES425,45009,45,Aldeanueva de Barbarroya,542,5.91,91.588198,45661,60002.9909364834,155407369.569672
730,ES.IGN.SIGLIM34084545010,ES,Municipio,34084545010,Aldeanueva de San Bartolomé,ES4,ES42,ES425,45010,45,Aldeanueva de San Barto,434,12.58,34.485931,45575,33982.9542812913,58433960.2618089
731,ES.IGN.SIGLIM34084545011,ES,Municipio,34084545011,Almendral de la Cañada,ES4,ES42,ES425,45011,45,Almendral de la Cañada,305,9.06,33.656274,45631,41905.4851527308,57693285.0474419
732,ES.IGN.SIGLIM34084545029,ES,Municipio,34084545029,Caleruela,ES4,ES42,ES425,45029,45,Caleruela,210,22.31,9.412562,45589,19600.8882172617,16007716.2873779
733,ES.IGN.SIGLIM34084545030,ES,Municipio,34084545030,Calzada de Oropesa,ES4,ES42,ES425,45030,45,Calzada de Oropesa,539,3.78,142.433357,45580,112009.273308849,242500008.704046
